car name,engine_capacity,cylinder,horse_power,top_speed,seats,price_in_usd
Mercedes-Benz SLC 2021 43 AMG,3.0,6.0,367.0,250.0,2.0,67100.1300390117
Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),3.0,6.0,354.0,250.0,4.0,67620.28608582575
Mercedes-Benz E-Class Coupe 2021 E 320,3.0,6.0,400.0,211.0,6.0,67100.1300390117
BMW 2 Series Convertible 2021 230i,2.0,4.0,252.0,250.0,4.0,67620.28608582575
BMW 3 Series 2021 340i,3.0,6.0,326.0,250.0,5.0,67620.28608582575
Audi Q7 2021 40 TFSI CS quattro (252 HP),2.0,4.0,252.0,210.0,5.0,68140.44213263979
Land Rover Discovery 2021 3.0L V6 SE (360 HP),3.0,6.0,360.0,215.0,7.0,72405.72171651495
BMW Z4 Roadster 2021 sDriveM40i,3.0,6.0,340.0,250.0,2.0,70221.06631989597
Audi A7 2021 40 TFSI quattro (252 HP),2.0,4.0,252.0,250.0,5.0,69180.75422626788
BMW X4 2021 xDrive 20i,2.0,4.0,184.0,215.0,5.0,72821.84655396618
BMW 4 Series Coupe 2021 435i,3.0,6.0,306.0,250.0,4.0,69440.8322496749
Lexus GX 2021 460 Platinum,4.6,8.0,292.0,177.0,7.0,72821.84655396618
Mercedes-Benz E-Class Cabriolet 2021 E 320,3.0,6.0,272.0,250.0,4.0,73901.17035110533
BMW X3 2021 xDrive 28i,2.0,4.0,245.0,230.0,5.0,70221.06631989597
Mercedes-Benz V Class 2021 Avantgarde,2.0,4.0,350.0,211.0,9.0,68920.67620286085
BMW 5 Series Gran Turismo 2021 535i,3.0,6.0,306.0,250.0,5.0,72821.84655396618
Mercedes-Benz C-Class 2021 C 43 AMG 4MATIC,3.0,4.0,520.0,211.0,4.0,70702.21066319896
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,3.0,6.0,367.0,250.0,5.0,72002.60078023408
Mercedes-Benz E-Class Coupe 2021 E 300,2.0,4.0,245.0,250.0,4.0,70650.19505851755
Land Rover Discovery 2021 3.0L V6 HSE (360 HP),3.0,6.0,360.0,215.0,7.0,77477.24317295189
BMW 1 Series 2021 m135i xDrive,3.0,6.0,326.0,250.0,5.0,71521.45643693108
Mercedes-Benz GLE-Class 2021 450 4MATIC,3.0,6.0,367.0,250.0,5.0,70000.0
Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),3.0,6.0,354.0,250.0,5.0,75422.6267880364
Mercedes-Benz E-Class Saloon 2021 E 400 4MATIC,3.0,4.0,333.0,250.0,5.0,77503.25097529258
Audi A7 2021 50 TFSI quattro (333 HP),3.0,6.0,333.0,250.0,5.0,76983.09492847855
Audi RS4 Avant 2021 4.2 (450 BHP),4.2,8.0,450.0,250.0,5.0,75422.6267880364
Audi Q7 2021 45 TFSI CS quattro (333 HP),3.0,4.0,333.0,250.0,5.0,74642.39271781534
Mercedes-Benz V Class 2021 Exclusive,2.0,4.0,350.0,211.0,9.0,75422.6267880364
Lexus RX 2021 350 F-Sport,3.5,4.0,296.0,200.0,5.0,75422.6267880364
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),3.0,6.0,354.0,250.0,4.0,75942.78283485046
BMW 4 Series Convertible 2021 435i,3.0,6.0,306.0,250.0,4.0,74122.2366710013
Toyota Land Cruiser 2021 4.6L GXR Premium GT,4.6,8.0,304.0,200.0,8.0,63198.95968790637
Nissan Patrol 2021 5.6L LE Platinum City,5.6,8.0,400.0,200.0,8.0,47106.8754254595
Audi Q7 2021 40 TFSI Sport quattro (252 HP),2.0,4.0,252.0,210.0,5.0,74902.47074122237
Toyota Land Cruiser 2021 4.6L GXR Exclusive GT,4.6,8.0,304.0,200.0,8.0,70741.22236671
Nissan Patrol 2021 5.6L LE Platinum City Reserve,5.6,8.0,400.0,200.0,8.0,47106.8754254595
BMW 5 Series 2021 530i xDrive,2.0,4.0,252.0,250.0,5.0,78023.40702210664
Nissan Patrol 2021 4.0L SE Platinum City,4.0,6.0,275.0,200.0,8.0,47106.8754254595
Mercedes-Benz E-Class Cabriolet 2021 E 400,3.0,6.0,333.0,250.0,4.0,78400.52015604681
Mercedes-Benz SLK 55 AMG 2021 5.5,5.5,8.0,421.0,250.0,2.0,79323.79713914174
BMW X4 2021 xDrive 30i,2.0,4.0,252.0,240.0,5.0,80624.18725617685
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS),3.0,6.0,380.0,275.0,2.0,91677.5032509753
Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,3.0,6.0,333.0,250.0,4.0,78400.52015604681
Jaguar F-Type Coupe 2021 2.0T (300 PS),2.0,4.0,300.0,250.0,2.0,64109.232769830945
Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS),2.0,4.0,300.0,250.0,2.0,70559.1677503251
Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS),5.0,8.0,550.0,300.0,2.0,141352.40572171652
BMW 2 Series Coupe 2021 M240i,3.0,6.0,340.0,250.0,4.0,78023.40702210664
Jaguar XJ 2021 3.0 V6 SC Diamond Edition,3.0,6.0,335.0,250.0,5.0,77763.32899869961
BMW 5 Series 2021 535i,3.0,4.0,306.0,250.0,5.0,78023.40702210664
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,3.0,6.0,435.0,250.0,4.0,80546.16384915475
Genesis G90 2021 5.0L V8 Royal,5.0,8.0,407.0,240.0,5.0,77763.32899869961
BMW X3 2021 xDrive 35i,3.0,4.0,306.0,245.0,5.0,80624.18725617685
Audi Q7 2021 45 TFSI Sport quattro (333 HP),3.0,6.0,333.0,250.0,5.0,81404.42132639792
Mercedes-Benz E-Class Coupe 2021 E 500,5.5,8.0,408.0,250.0,4.0,85045.51365409623
BMW 5 Series 2021 540i (M Package),3.0,6.0,340.0,250.0,5.0,47106.8754254595
Volvo XC90 2021 2.0T T6 AWD R Design,2.0,4.0,320.0,240.0,7.0,70221.06631989597
Morgan Plus 4 2021 2.0L,2.0,4.0,201.0,211.0,7.0,82964.88946684005
Lexus RC F 2021 Platinum,5.0,8.0,471.0,270.0,4.0,80624.18725617685
BMW 5 Series 2021 540i,3.0,6.0,340.0,250.0,5.0,47106.8754254595
Lexus RC F 2021 5.0L Platinum,5.0,8.0,471.0,270.0,4.0,83224.96749024707
Lincoln Continental 2021 3.0T Reserve,3.0,6.0,400.0,250.0,5.0,72821.84655396618
Maserati Ghibli 2021 3.0T V6,3.0,6.0,350.0,267.0,5.0,81924.57737321196
BMW M2 Coupe 2021 3.0T,3.0,4.0,370.0,250.0,4.0,80624.18725617685
Maserati Ghibli 2021 3.0T V6 GranLusso,3.0,6.0,350.0,267.0,5.0,81924.57737321196
BMW 5 Series Gran Turismo 2021 535i xDrive,3.0,6.0,306.0,250.0,5.0,80624.18725617685
Audi Q7 2021 40 TFSI Design quattro (252 HP),2.0,4.0,252.0,210.0,5.0,82444.73342002601
Lexus LS 2021 460 Premier (SWB),4.6,8.0,382.0,250.0,5.0,85825.74772431729
Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),3.0,6.0,360.0,210.0,5.0,103302.99089726918
Audi A8 2021 50 TFSI quattro (333 HP),3.0,6.0,333.0,250.0,5.0,88166.4499349805
Dodge Challenger 2021 6.2L Hellcat Widebody A/T,6.2,8.0,707.0,314.0,5.0,87126.1378413524
BMW 2 Series Convertible 2021 m240i,3.0,6.0,340.0,250.0,4.0,85825.74772431729
Audi Q7 2021 45 TFSI Design quattro (333 HP),3.0,6.0,333.0,250.0,5.0,87906.37191157347
Lincoln Continental 2021 3.0T Presidential,3.0,6.0,400.0,250.0,5.0,85825.74772431729
BMW X4 2021 xDrive M40i,3.0,6.0,354.0,250.0,5.0,47106.8754254595
Mercedes-Benz C-Class 2021 C 450,3.0,6.0,362.0,250.0,5.0,85825.74772431729
Porsche Cayenne 2021 E-Hybrid,3.0,6.0,462.0,253.0,5.0,47106.8754254595
Dodge Challenger 2021 6.2L Hellcat Red Eye A/T,6.2,8.0,797.0,327.0,5.0,104031.20936280883
Mercedes-Benz CLS-Class 2021 CLS 350,2.0,4.0,299.0,250.0,4.0,87386.21586475942
Porsche Cayenne Coupe 2021 E-Hybrid,3.0,6.0,462.0,253.0,5.0,102470.7412223667
Morgan Plus 8 2021 4.8L Manual,4.8,8.0,490.0,211.0,4.0,86345.90377113134
Mercedes-Benz C-Class 2021 C 63 AMG,4.0,8.0,476.0,250.0,5.0,85825.74772431729
Cadillac Escalade 2021 6.2L Premium Luxury,6.2,8.0,420.0,180.0,8.0,47106.8754254595
Volvo XC90 2021 2.0T T6 AWD Inscription,2.0,4.0,320.0,240.0,7.0,72821.84655396618
Lexus LX 2021 570 Premier,5.7,8.0,362.0,220.0,8.0,93628.08842652796
Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),3.0,4.0,340.0,250.0,5.0,88868.66059817946
BMW 5 Series 2021 550i,4.4,4.0,450.0,250.0,5.0,92327.69830949284
Porsche Cayenne Coupe 2021 Turbo S E-Hybrid,4.0,8.0,680.0,295.0,5.0,181794.53836150846
Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC,4.7,8.0,455.0,250.0,5.0,92405.72171651495
Mercedes-Benz E-Class Saloon 2021 E 43 4MATIC,3.0,4.0,401.0,250.0,5.0,88686.60598179454
Maserati Levante 2021 3.0T V6 GranSport,3.0,6.0,350.0,251.0,5.0,47106.8754254595
Maserati Levante 2021 3.0T V6 GranLusso,3.0,6.0,350.0,251.0,5.0,98829.6488946684
Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC,3.0,6.0,442.0,245.0,5.0,91898.56957087126
Porsche Cayenne 2021 Turbo S E-Hybrid,4.0,8.0,680.0,295.0,5.0,47106.8754254595
BMW 5 Series 2021 540i xDrive,3.0,6.0,340.0,250.0,5.0,47106.8754254595
Maserati Levante 2021 3.0T V6,3.0,6.0,350.0,251.0,5.0,93628.08842652796
Lexus LS 2021 460 Prestige (SWB),4.6,8.0,382.0,250.0,5.0,93628.08842652796
Lexus LS 2021 460 F-Sport (SWB),4.6,8.0,382.0,250.0,5.0,96228.86866059818
Audi RS5 Cabriolet 2021 4.2 (450 HP),4.2,8.0,450.0,250.0,4.0,94928.47854356306
BMW 6 Series Gran Coupe 2021 640i,3.0,6.0,320.0,250.0,5.0,96228.86866059818
Maserati Ghibli 2021 3.0T V6 S,3.0,6.0,430.0,285.0,5.0,47106.8754254595
Maserati Ghibli 2021 3.0T V6 S GranLusso,3.0,6.0,430.0,285.0,5.0,47106.8754254595
Mercedes-Benz E-Class Cabriolet 2021 E 500,4.7,8.0,408.0,250.0,4.0,95188.55656697009
Mercedes-Benz Maybach GLS 2021 600 4MATIC,4.0,8.0,558.0,250.0,4.0,47106.8754254595
Maserati Ghibli 2021 3.0T V6 S GranSport,3.0,6.0,430.0,285.0,5.0,47106.8754254595
Mercedes-Benz GLS 2021 500 4MATIC,4.6,8.0,455.0,250.0,7.0,96488.9466840052
Lexus RC F 2021 5.0L Carbon,5.0,8.0,471.0,270.0,4.0,98829.6488946684
BMW 6 Series Coupe 2021 640i,3.0,6.0,320.0,250.0,4.0,98829.6488946684
Mercedes-Benz SL-Class 2021 SL 400,3.0,6.0,367.0,250.0,2.0,99297.78933680104
Cadillac Escalade 2021 6.2L Platinum,6.2,8.0,420.0,180.0,8.0,100130.03901170351
BMW 7 Series 2021 730Li,2.0,4.0,258.0,250.0,5.0,96228.86866059818
Porsche 911 2021 Carrera,3.0,6.0,385.0,291.0,4.0,104551.36540962289
Maserati Levante 2021 3.8T V8 GTS,3.8,8.0,550.0,292.0,5.0,47106.8754254595
Maserati Levante 2021 3.0T V6 S,3.0,6.0,430.0,264.0,5.0,47106.8754254595
Porsche Cayenne Coupe 2021 GTS,3.6,6.0,440.0,261.0,5.0,122496.74902470742
Lexus LS 2021 460 Platinum (SWB),4.6,8.0,382.0,250.0,5.0,101430.42912873861
Maserati Levante 2021 3.8T V8 Trofeo,3.8,8.0,590.0,304.0,5.0,171651.49544863458
Maserati Levante 2021 3.0T V6 S GranSport,3.0,6.0,430.0,264.0,5.0,47106.8754254595
Porsche Cayenne 2021 GTS,3.6,6.0,440.0,261.0,5.0,47106.8754254595
BMW M4 Coupe 2021 3.0T,3.0,6.0,431.0,250.0,4.0,102730.81924577373
Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS),5.0,8.0,525.0,250.0,5.0,130039.01170351105
BMW 5 Series Gran Turismo 2021 550i,4.4,8.0,450.0,250.0,5.0,101430.42912873861
Maserati Levante 2021 3.0T V6 S GranLusso,3.0,6.0,430.0,264.0,5.0,47106.8754254595
Lexus LS 2021 460 Prestige Plus (LWB),4.6,8.0,390.0,220.0,5.0,101430.42912873861
Volvo XC90 2021 2.0T T5 AWD R Design,2.0,4.0,254.0,240.0,7.0,64759.427828348504
BMW M3 Sedan 2021 3.0T,3.0,6.0,431.0,250.0,5.0,100130.03901170351
Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (360 PS),3.0,6.0,360.0,209.0,5.0,106501.95058517555
Porsche 911 2021 Carrera 4,3.0,6.0,385.0,291.0,4.0,112353.70611183354
BMW 6 Series Gran Coupe 2021 640i xDrive,3.0,8.0,320.0,250.0,5.0,106631.98959687907
Land Rover Range Rover 2022 3.0L V6 Vogue MHEV (400 PS),3.0,6.0,400.0,225.0,5.0,47106.8754254595
Land Rover Range Rover 2021 3.0L V6 HSE MHEV (360 PS),3.0,6.0,495.0,211.0,6.0,108374.51235370612
BMW 5 Series 2021 M550i xDrive,4.4,8.0,462.0,250.0,5.0,47106.8754254595
BMW 7 Series 2021 740Li,3.0,6.0,326.0,250.0,5.0,106631.98959687907
Mercedes-Benz S-Class 2021 S 400 h,3.5,6.0,306.0,250.0,5.0,104031.20936280883
Audi A8 2021 60 TFSI quattro (460 HP),4.0,8.0,460.0,250.0,5.0,104031.20936280883
BMW 6 Series Convertible 2021 640i,3.0,6.0,320.0,250.0,4.0,106631.98959687907
BMW M4 Convertible 2021 3.0T Competition M xDrive,3.0,6.0,510.0,250.0,4.0,106631.98959687907
Porsche Panamera 2021 Base,3.0,6.0,330.0,264.0,4.0,109752.92587776332
Porsche 911 2021 Carrera Cabriolet,3.0,6.0,385.0,289.0,4.0,117555.26657997399
Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC,3.0,6.0,367.0,250.0,4.0,106111.83355006501
Porsche Panamera 2021 10 Years Edition,3.0,6.0,330.0,264.0,4.0,127698.30949284785
BMW 5 Series Gran Turismo 2021 550i xDrive,4.4,8.0,450.0,250.0,5.0,109232.76983094928
BMW 6 Series Convertible 2021 640i xDrive,3.0,6.0,320.0,250.0,4.0,117035.11053315994
BMW 6 Series Coupe 2021 640i xDrive,3.0,6.0,320.0,250.0,4.0,109232.76983094928
Lexus LX 2021 570 Prestige,5.7,8.0,362.0,220.0,8.0,114434.33029908972
Maserati Quattroporte 2021 3.0T V6 S GranSport,3.0,6.0,430.0,285.0,5.0,135240.5721716515
Mercedes-Benz GLE 63 AMG 2021 5.5L 4MATIC,5.5,8.0,557.0,250.0,5.0,116801.04031209362
Lexus LS 2021 600h F-Sport (SWB),5.0,8.0,438.0,220.0,5.0,111833.5500650195
Maserati Quattroporte 2021 3.0T V6 S GranLusso,3.0,6.0,430.0,285.0,5.0,132639.79193758126
Porsche 911 2021 Carrera S,3.0,6.0,450.0,308.0,4.0,47106.8754254595
Lexus LS 2021 460 Prestige (LWB),4.6,8.0,382.0,250.0,5.0,109232.76983094928
Porsche 911 2021 Targa 4,3.4,6.0,350.0,280.0,4.0,125357.60728218465
Maserati Quattroporte 2021 3.0T V6 GranSport,3.0,6.0,350.0,270.0,5.0,124837.45123537061
Mercedes-Benz S-Class 2021 S 400,3.0,6.0,333.0,250.0,5.0,119401.82054616384
Porsche 911 2021 Carrera 4 Cabriolet,3.0,6.0,385.0,289.0,2.0,125357.60728218465
Maserati Quattroporte 2021 3.0T V6 GranLusso,3.0,6.0,350.0,270.0,5.0,122236.67100130039
Lexus LX 2021 570 Platinum,5.7,8.0,362.0,220.0,8.0,124837.45123537061
BMW 6 Series Convertible 2021 650i,4.4,8.0,450.0,250.0,4.0,127438.23146944083
Mercedes-Benz SL-Class 2021 SL 500,4.7,8.0,455.0,250.0,2.0,120195.05851755527
Maserati Quattroporte 2021 3.0T V6 S,3.0,6.0,430.0,285.0,5.0,126137.84135240573
Porsche 911 2021 Carrera 4S,3.0,6.0,450.0,306.0,4.0,47106.8754254595
Porsche 911 2021 Carrera S Cabriolet,3.0,6.0,450.0,306.0,2.0,47106.8754254595
Mercedes-Benz S-Class 2021 S 400 4MATIC,3.0,6.0,333.0,250.0,5.0,123498.04941482445
Lexus LS 2021 460 Platinum (LWB),4.6,8.0,382.0,250.0,5.0,122236.67100130039
Porsche 911 2021 Carrera GTS,3.0,6.0,450.0,310.0,2.0,128478.54356306892
Mercedes-Benz S-Class 2021 S 460,3.0,4.0,367.0,250.0,5.0,119401.82054616384
BMW 6 Series Coupe 2021 650i,4.4,8.0,450.0,250.0,4.0,119635.89076723017
BMW 6 Series Gran Coupe 2021 650i,4.4,8.0,450.0,250.0,4.0,119635.89076723017
Mercedes-Benz GLE-Class 2021 GLE 63 S 4MATIC,5.5,8.0,585.0,250.0,5.0,126098.82964889467
Porsche Panamera 2021 4S,2.9,6.0,440.0,289.0,4.0,136801.04031209362
Maserati GranTurismo 2021 4.7L V8 MC,4.7,8.0,460.0,301.0,4.0,152145.64369310794
Aston Martin Vantage 2021 4.0T V8,4.0,8.0,503.0,314.0,2.0,179815.344603381
Maserati GranTurismo 2021 4.7L V8 Sport,4.7,8.0,460.0,299.0,4.0,128738.62158647594
Porsche 911 2021 Targa 4S,3.8,6.0,400.0,280.0,4.0,147204.1612483745
Porsche Panamera Sport Turismo 2021 4 E-Hybrid,2.9,6.0,462.0,275.0,5.0,131599.4798439532
BMW 7 Series 2021 750Li,4.4,8.0,450.0,250.0,5.0,132639.79193758126
Audi S8 2021 4.0 TFSI quattro (520 HP),4.0,8.0,520.0,250.0,5.0,133159.94798439532
Mercedes-Benz AMG GT 2021 4.0L,4.0,4.0,469.0,304.0,2.0,134408.32249674902
Porsche 911 2021 Carrera 4S Cabriolet,3.0,6.0,450.0,304.0,2.0,47106.8754254595
Porsche Panamera 2021 4 E-Hybrid Executive,2.9,6.0,462.0,278.0,4.0,136020.80624187255
Audi RS7 2021 4.0 TFSI quattro (560 HP),4.0,8.0,560.0,250.0,5.0,132119.63589076724
BMW 6 Series Coupe 2021 650i xDrive,4.4,8.0,450.0,250.0,4.0,132639.79193758126
Lexus LS 2021 600h Platinum (LWB),5.0,8.0,438.0,220.0,5.0,130039.01170351105
Lexus LS 2021 600h Titanium (LWB),5.0,8.0,438.0,220.0,5.0,131339.40182054616
Mercedes-Benz S-Class 2021 S 500 e,3.0,6.0,442.0,250.0,5.0,144395.31859557866
Audi RS6 Avant 2021 4.0L TFSI V8 quattro,4.0,8.0,600.0,305.0,5.0,47106.8754254595
Mercedes-Benz E 63 AMG 2021 S 4MATIC+,4.0,8.0,612.0,250.0,5.0,136905.07152145644
Porsche Panamera 2021 4S Executive,3.0,6.0,435.0,289.0,4.0,144603.3810143043
Nissan GT-R 2021 50th Anniversary,3.8,6.0,565.0,315.0,4.0,132639.79193758126
Porsche 911 2021 Targa 4 GTS,3.0,6.0,550.0,211.0,3.0,146684.00520156047
Audi RS7 2021 4.0 TFSI Performance,4.0,8.0,605.0,305.0,5.0,141222.366710013
BMW 6 Series Gran Coupe 2021 650i xDrive,4.4,8.0,450.0,250.0,4.0,135240.5721716515
Nissan GT-R 2021 Premium,3.8,6.0,565.0,315.0,4.0,130039.01170351105
Porsche Panamera Sport Turismo 2021 4S,2.9,6.0,440.0,286.0,5.0,139141.74252275683
Porsche 911 2021 Carrera 4 GTS,3.0,6.0,550.0,211.0,3.0,135760.72821846555
Porsche 911 2021 Carrera GTS Cabriolet,3.0,6.0,450.0,308.0,2.0,139661.89856957085
Mercedes-Benz S-Class 2021 S 500,4.7,8.0,455.0,250.0,5.0,144603.3810143043
Morgan Aero 8 2021 4.8L Manual,4.8,8.0,490.0,211.0,4.0,137841.3524057217
BMW 6 Series Convertible 2021 650i xDrive,4.4,8.0,450.0,250.0,4.0,135240.5721716515
Mercedes-Benz S-Class 2021 S 560 4MATIC,4.0,8.0,469.0,250.0,5.0,148699.6098829649
Audi S8 2021 Plus 4.0 TFSI quattro (605 HP),4.0,8.0,605.0,250.0,5.0,151885.5656697009
Mercedes-Benz S-Class 2021 S 500 4MATIC,4.7,8.0,455.0,250.0,5.0,148699.6098829649
Maserati GranCabrio 2021 4.7L V8 Sport,4.7,8.0,460.0,288.0,4.0,146944.0832249675
Land Rover Range Rover 2021 5.0L V8 Vogue SE (525 PS),5.0,8.0,525.0,225.0,5.0,152717.81534460338
Mercedes-Benz SL 63 AMG 2021 5.5L,5.5,8.0,585.0,250.0,2.0,153498.04941482443
Audi A8 2021 W12 6.3 FSI quattro (500 HP),6.3,12.0,500.0,250.0,5.0,153446.03381014304
Audi R8 Coupe 2021 5.2 V10,5.2,10.0,540.0,323.0,2.0,150065.01950585176
Mercedes-Benz AMG GT 2021 4.0L R,4.0,4.0,576.0,318.0,2.0,155500.65019505852
Lexus LS 2021 600h Ottoman (LWB),5.0,8.0,438.0,250.0,4.0,150845.2535760728
Mercedes-Benz AMG GT 2021 4.0L S,4.0,4.0,514.0,310.0,2.0,155500.65019505852
Porsche 911 2021 Carrera 4 GTS Cabrio,3.0,6.0,550.0,211.0,3.0,146684.00520156047
Porsche 911 2021 GT3,3.8,6.0,475.0,315.0,2.0,147204.1612483745
Land Rover Range Rover 2021 5.0L V8 Vogue SE LWB (525 PS),5.0,8.0,525.0,225.0,5.0,158907.6723016905
Land Rover Range Rover Sport 2021 5.0L V8 SVR (575 PS),5.0,8.0,575.0,280.0,5.0,159947.9843953186
BMW M6 Convertible 2021 4.4T,4.4,8.0,560.0,250.0,4.0,184655.3966189857
Land Rover Range Rover 2021 5.0L V8 Autobiography LWB (525 PS),5.0,8.0,525.0,250.0,4.0,181378.41352405722
Maserati GranCabrio 2021 4.7L V8 MC,4.7,4.0,460.0,291.0,4.0,159947.9843953186
BMW M5 Sedan 2021 4.4T (600 HP),4.4,8.0,600.0,250.0,5.0,161248.3745123537
Mercedes-Benz S-Class Coupe 2021 S 560 4MATIC,4.0,8.0,469.0,250.0,4.0,156397.91937581275
Mercedes-Benz S-Class 2021 S 600,6.0,12.0,530.0,250.0,4.0,182899.8699609883
Maserati Quattroporte 2021 3.8T V8 GTS GranLusso,3.8,8.0,530.0,310.0,5.0,165149.54486345904
Porsche 911 2021 Turbo Cabriolet,3.8,6.0,520.0,315.0,4.0,182314.69440832248
Maserati Quattroporte 2021 3.8T V8 GTS GranSport,3.8,8.0,530.0,310.0,5.0,170351.10533159948
BMW M6 Coupe 2021 4.4T,4.4,8.0,560.0,250.0,4.0,174252.2756827048
BMW X5 M 2021 Competition 4.4T xDrive,4.4,8.0,617.0,250.0,5.0,47106.8754254595
Land Rover Range Rover 2021 5.0L V8 Autobiography (525 PS),5.0,8.0,525.0,225.0,5.0,174408.32249674902
Nissan GT-R 2021 Black Edition,3.8,6.0,565.0,315.0,4.0,143823.14694408322
Audi R8 Coupe 2021 5.2 V10 Plus,5.2,10.0,610.0,330.0,2.0,171651.49544863458
Porsche 911 2021 Turbo,3.8,6.0,520.0,315.0,4.0,169310.79323797137
McLaren 570 GT 2021 3.8T Coupe,3.8,8.0,562.0,328.0,2.0,205461.63849154746
BMW 7 Series 2021 M760Li xDrive,6.6,12.0,585.0,250.0,5.0,197659.2977893368
Porsche Panamera Sport Turismo 2021 GTS,4.0,8.0,460.0,289.0,5.0,159167.75032509753
Porsche 911 2021 Turbo S,3.8,6.0,560.0,318.0,4.0,204161.24837451236
BMW 7 Series 2021 760Li,6.0,12.0,544.0,250.0,5.0,197659.2977893368
Porsche Panamera Sport Turismo 2021 Turbo,4.0,8.0,550.0,304.0,5.0,194278.2834850455
Mercedes-Benz S 63 AMG 2021 4.0L 4MATIC+,4.0,8.0,612.0,250.0,5.0,191703.511053316
Porsche Panamera 2021 Turbo,4.0,8.0,550.0,306.0,4.0,191937.5812743823
Mercedes-Benz S 63 AMG Coupe 2021 4.0L 4MATIC+,4.0,4.0,601.0,250.0,4.0,205721.7165149545
Porsche Panamera 2021 Turbo Executive,4.0,8.0,550.0,306.0,4.0,202340.7022106632
BMW M6 Gran Coupe 2021 4.4T,4.4,8.0,560.0,250.0,4.0,184655.3966189857
McLaren 540C 2021 3.8T Coupe,3.8,8.0,540.0,211.0,3.0,184655.3966189857
McLaren 570S 2021 3.8T Coupe,3.8,8.0,562.0,333.0,2.0,205461.63849154746
Porsche Panamera 2021 GTS,4.0,8.0,460.0,292.0,4.0,156827.04811443432
Porsche 911 2021 Turbo S Cabriolet,3.8,6.0,560.0,318.0,4.0,217165.14954486347
Porsche Panamera 2021 Turbo S E-Hybrid Executive,4.0,8.0,680.0,310.0,4.0,236150.84525357606
Nissan GT-R 2021 Nismo,3.8,6.0,600.0,350.0,4.0,210663.1989596879
BMW i8 2021 Plug-in Hybrid,1.5,3.0,570.0,211.0,4.0,210663.1989596879
Bentley Continental GT 2021 4.0T V8,6.0,8.0,542.0,318.0,4.0,228868.66059817944
Mercedes-Benz Maybach 2021 S 650,6.0,12.0,630.0,250.0,4.0,214902.47074122235
Nissan GT-R 2021 Track Edition,3.8,6.0,600.0,350.0,4.0,156046.81404421327
Mercedes-Benz Maybach 2021 62 LWB,6.0,4.0,530.0,250.0,4.0,214902.47074122235
Mercedes-Benz SL 65 AMG 2021 6.0L,6.0,12.0,630.0,250.0,2.0,215396.6189856957
McLaren 570S Spider 2021 3.8T,3.8,8.0,600.0,211.0,3.0,213263.97919375813
Aston Martin Rapide AMR 2021 6.0L V12,5.9,12.0,590.0,330.0,4.0,271443.433029909
Porsche Panamera 2021 Turbo S E-Hybrid,4.0,8.0,680.0,310.0,4.0,225747.7243172952
Bentley Flying Spur 2021 2.9T V6 Hybrid,2.9,6.0,544.0,285.0,5.0,47106.8754254595
Bentley Continental GT Convertible 2021 V8,4.0,8.0,542.0,301.0,4.0,221066.31989596877
Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP),6.0,12.0,630.0,250.0,5.0,256501.95058517554
Rolls Royce Ghost 2021 6.75T Short Wheelbase,6.8,12.0,571.0,250.0,5.0,299089.7269180754
Bentley Bentayga 2021 6.0L W12 Speed,6.0,12.0,626.0,301.0,5.0,312093.62808842654
Bentley Bentayga 2021 4.0L V8,4.0,8.0,542.0,290.0,5.0,218465.53966189857
Bentley Bentayga 2021 6.0L W12,6.0,12.0,600.0,301.0,5.0,247074.12223667098
McLaren 720S 2021 4.0T Coupe,4.0,8.0,770.0,211.0,2.0,286085.82574772433
Mercedes-Benz S 65 AMG Coupe 2021 6.0L,6.0,4.0,630.0,250.0,4.0,275500.6501950585
Bentley Continental GT Convertible 2021 W12,6.0,12.0,567.0,314.0,4.0,286085.82574772433
Bentley Bentayga 2021 4.0L V8 Design Series,4.0,8.0,542.0,290.0,5.0,247074.12223667098
Bentley Bentayga 2021 6.0L W12 Mulliner,6.0,12.0,600.0,301.0,5.0,416124.83745123533
Rolls Royce Wraith 2021 6.6L Base,6.6,12.0,624.0,250.0,4.0,364109.23276983097
Ferrari GTC4Lusso 2021 3.9T V8,3.9,8.0,610.0,320.0,4.0,275682.7048114434
Bentley Flying Spur 2021 6.0T W12,6.0,12.0,626.0,333.0,5.0,351105.33159947983
Bentley Mulsanne 2021 6.75L V8,6.8,8.0,505.0,296.0,5.0,47106.8754254595
